id,dept,title,desc,img,date_time
1,O/o MRC|GLP,ఘనంగా జరిగిన మండల స్థాయి గురుపుజోత్సవ వేడుకలు,"ఉపాధ్యాయ దినోత్సవం (ఆంగ్లం: Teachers' Day) భారతదేశంలో సర్వేపల్లి రాధాకృష్ణన్ జన్మదినం రోజు సెప్టెంబర్ 5న ప్రతి సంవత్సరం జరుపుకుంటారు. ఈ రోజు సెలవుదినం కాదు. ఉత్సవం జరుపుకొనవలసిన దినం. పాఠశాలలు యధావిధిగా జరిగి, ఉత్సవాలు జరుపుకుంటాయి. ఈ రోజున ఉపాధ్యాయులకు జాతీయ, రాష్ట్రీయ, జిల్లా స్థాయిలలో పురస్కారాలు, గౌరవసత్కారాలు జరుగుతాయి. ప్రపంచ ఉపాధ్యాయ దినోత్సవం అక్టోబరు 5వ తేదీన జరుపుకుంటారు.

మన జీవితంలో ఉన్నత స్థానం గురువుకు ఇస్తాం. మనల్ని జ్ఞానవంతులుగా తీర్చిదిద్దడంలో ఒక గురువు కృషి వెలకట్టలేనిది. అటువంటి గొప్ప వ్యక్తులను స్మరించుకుంటూ సర్వేపల్లి రాధాకృష్ణన్ పుట్టినరోజు సందర్భంగా సెప్టెంబర్ 5వ తేదీన భారతదేశంలో టీచర్స్ డే జరుపుకుంటున్నాము.",https://vapp-mrcglp.online/images/news/mpp.jpg,
2,O/o MRC|GLP,జిల్లా స్థాయి లో ఉత్తమ ఉఫాద్యాయ అవార్డు అందుకున్న గుమ్మలక్ష్మీపురం మండల ఉఫాధ్యాయులు,"ఉపాధ్యాయ దినోత్సవం (ఆంగ్లం: Teachers' Day) భారతదేశంలో సర్వేపల్లి రాధాకృష్ణన్ జన్మదినం రోజు సెప్టెంబర్ 5న ప్రతి సంవత్సరం జరుపుకుంటారు. ఈ రోజు సెలవుదినం కాదు. ఉత్సవం జరుపుకొనవలసిన దినం. పాఠశాలలు యధావిధిగా జరిగి, ఉత్సవాలు జరుపుకుంటాయి. ఈ రోజున ఉపాధ్యాయులకు జాతీయ, రాష్ట్రీయ, జిల్లా స్థాయిలలో పురస్కారాలు, గౌరవసత్కారాలు జరుగుతాయి. ప్రపంచ ఉపాధ్యాయ దినోత్సవం అక్టోబరు 5వ తేదీన జరుపుకుంటారు.

మన జీవితంలో ఉన్నత స్థానం గురువుకు ఇస్తాం. మనల్ని జ్ఞానవంతులుగా తీర్చిదిద్దడంలో ఒక గురువు కృషి వెలకట్టలేనిది. అటువంటి గొప్ప వ్యక్తులను స్మరించుకుంటూ సర్వేపల్లి రాధాకృష్ణన్ పుట్టినరోజు సందర్భంగా సెప్టెంబర్ 5వ తేదీన భారతదేశంలో టీచర్స్ డే జరుపుకుంటున్నాము.",https://vapp-mrcglp.online/images/news/all.jpg,
3,O/o MRC|GLP,ఘనంగా జరిగిన మండల స్థాయి గురుపుజోత్సవ వేడుకలు,"ఉపాధ్యాయ దినోత్సవం (ఆంగ్లం: Teachers' Day) భారతదేశంలో సర్వేపల్లి రాధాకృష్ణన్ జన్మదినం రోజు సెప్టెంబర్ 5న ప్రతి సంవత్సరం జరుపుకుంటారు. ఈ రోజు సెలవుదినం కాదు. ఉత్సవం జరుపుకొనవలసిన దినం. పాఠశాలలు యధావిధిగా జరిగి, ఉత్సవాలు జరుపుకుంటాయి. ఈ రోజున ఉపాధ్యాయులకు జాతీయ, రాష్ట్రీయ, జిల్లా స్థాయిలలో పురస్కారాలు, గౌరవసత్కారాలు జరుగుతాయి. ప్రపంచ ఉపాధ్యాయ దినోత్సవం అక్టోబరు 5వ తేదీన జరుపుకుంటారు.

మన జీవితంలో ఉన్నత స్థానం గురువుకు ఇస్తాం. మనల్ని జ్ఞానవంతులుగా తీర్చిదిద్దడంలో ఒక గురువు కృషి వెలకట్టలేనిది. అటువంటి గొప్ప వ్యక్తులను స్మరించుకుంటూ సర్వేపల్లి రాధాకృష్ణన్ పుట్టినరోజు సందర్భంగా సెప్టెంబర్ 5వ తేదీన భారతదేశంలో టీచర్స్ డే జరుపుకుంటున్నాము.",https://vapp-mrcglp.online/images/news/certificate.jpg,
4,O/o MRC|GLP,జిల్లా స్థాయి లో ఉత్తమ ఉఫాద్యాయ అవార్డు అందుకున్న గుమ్మలక్ష్మీపురం మండల ఉఫాధ్యాయులు,"ఉపాధ్యాయ దినోత్సవం (ఆంగ్లం: Teachers' Day) భారతదేశంలో సర్వేపల్లి రాధాకృష్ణన్ జన్మదినం రోజు సెప్టెంబర్ 5న ప్రతి సంవత్సరం జరుపుకుంటారు. ఈ రోజు సెలవుదినం కాదు. ఉత్సవం జరుపుకొనవలసిన దినం. పాఠశాలలు యధావిధిగా జరిగి, ఉత్సవాలు జరుపుకుంటాయి. ఈ రోజున ఉపాధ్యాయులకు జాతీయ, రాష్ట్రీయ, జిల్లా స్థాయిలలో పురస్కారాలు, గౌరవసత్కారాలు జరుగుతాయి. ప్రపంచ ఉపాధ్యాయ దినోత్సవం అక్టోబరు 5వ తేదీన జరుపుకుంటారు.

మన జీవితంలో ఉన్నత స్థానం గురువుకు ఇస్తాం. మనల్ని జ్ఞానవంతులుగా తీర్చిదిద్దడంలో ఒక గురువు కృషి వెలకట్టలేనిది. అటువంటి గొప్ప వ్యక్తులను స్మరించుకుంటూ సర్వేపల్లి రాధాకృష్ణన్ పుట్టినరోజు సందర్భంగా సెప్టెంబర్ 5వ తేదీన భారతదేశంలో టీచర్స్ డే జరుపుకుంటున్నాము.",https://vapp-mrcglp.online/images/news/kdc11092023.jpg,
5,O/o MRC|GLP,ఘనంగా జరిగిన మండల స్థాయి గురుపుజోత్సవ వేడుకలు,"ఉపాధ్యాయ దినోత్సవం (ఆంగ్లం: Teachers' Day) భారతదేశంలో సర్వేపల్లి రాధాకృష్ణన్ జన్మదినం రోజు సెప్టెంబర్ 5న ప్రతి సంవత్సరం జరుపుకుంటారు. ఈ రోజు సెలవుదినం కాదు. ఉత్సవం జరుపుకొనవలసిన దినం. పాఠశాలలు యధావిధిగా జరిగి, ఉత్సవాలు జరుపుకుంటాయి. ఈ రోజున ఉపాధ్యాయులకు జాతీయ, రాష్ట్రీయ, జిల్లా స్థాయిలలో పురస్కారాలు, గౌరవసత్కారాలు జరుగుతాయి. ప్రపంచ ఉపాధ్యాయ దినోత్సవం అక్టోబరు 5వ తేదీన జరుపుకుంటారు.

మన జీవితంలో ఉన్నత స్థానం గురువుకు ఇస్తాం. మనల్ని జ్ఞానవంతులుగా తీర్చిదిద్దడంలో ఒక గురువు కృషి వెలకట్టలేనిది. అటువంటి గొప్ప వ్యక్తులను స్మరించుకుంటూ సర్వేపల్లి రాధాకృష్ణన్ పుట్టినరోజు సందర్భంగా సెప్టెంబర్ 5వ తేదీన భారతదేశంలో టీచర్స్ డే జరుపుకుంటున్నాము.",https://vapp-mrcglp.online/images/news/surya.jpg,
